Order Line,Order ID,Bar code value,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
1872,OF-2020-156594,41623587,2020-06-11,2020-06-14,Second Class,MC-17845,OFF-BI-10003007,155.12,5,0.2,50.414
1873,OF-2020-140816,46512851,2020-06-11,2020-06-11,Same Day,TC-21295,TEC-AC-10001539,447.944,7,0.2,89.5888
1874,OF-2020-103100,43425207,2020-06-11,2020-06-14,First Class,AB-10105,OFF-LA-10003720,3.69,1,0,1.7343
1875,OF-2020-103100,78028066,2020-06-11,2020-06-14,First Class,AB-10105,OFF-BI-10004600,1103.97,3,0,496.7865
1876,OF-2020-160157,32041533,2020-06-11,2020-06-18,Standard Class,MH-17455,FUR-FU-10003773,190.848,3,0.2,-21.4704
1877,OF-2020-138681,23826126,2020-06-11,2020-06-13,First Class,CT-11995,FUR-FU-10001876,51.968,2,0.2,10.3936
1878,OF-2020-138681,41556988,2020-06-11,2020-06-13,First Class,CT-11995,TEC-AC-10003628,71.976,3,0.2,21.5928
1879,OF-2020-138681,13238958,2020-06-11,2020-06-13,First Class,CT-11995,FUR-CH-10004860,242.352,3,0.2,-42.4116
1880,OF-2020-138681,38492972,2020-06-11,2020-06-13,First Class,CT-11995,OFF-PA-10000357,221.92,5,0.2,77.672
1881,OF-2020-138681,19038586,2020-06-11,2020-06-13,First Class,CT-11995,OFF-PA-10003270,8.448,2,0.2,2.64
1882,OF-2020-120852,12547592,2020-06-11,2020-06-16,Standard Class,WB-21850,OFF-AP-10001563,19.432,2,0.8,-49.5516
1883,OF-2020-120852,39210808,2020-06-11,2020-06-16,Standard Class,WB-21850,TEC-AC-10004510,65.44,5,0.2,-8.18
1884,OF-2020-163412,26544152,2020-06-11,2020-06-14,Second Class,SM-20950,FUR-CH-10004875,192.186,3,0.1,36.3018
1885,OF-2020-154893,59652757,2020-06-12,2020-06-18,Standard Class,GM-14440,FUR-CH-10004287,1325.76,6,0.2,149.148
1886,OF-2020-154893,56478505,2020-06-12,2020-06-18,Standard Class,GM-14440,FUR-CH-10000595,572.16,3,0.2,35.76
1887,OF-2020-134621,20006757,2020-06-12,2020-06-19,Standard Class,DP-13390,OFF-BI-10000977,18.24,2,0.7,-14.592
1888,OF-2020-109127,76796439,2020-06-12,2020-06-16,Standard Class,JC-15775,OFF-LA-10004409,17.28,6,0,7.9488
1889,OF-2020-133543,68400737,2020-06-13,2020-06-17,Standard Class,KM-16660,OFF-AR-10003394,11.76,4,0,3.1752
1890,OF-2020-146864,67489189,2020-06-13,2020-06-17,Standard Class,BT-11530,OFF-ST-10004946,216.4,4,0,56.264
1891,OF-2020-142510,51242363,2020-06-13,2020-06-20,Standard Class,NP-18700,OFF-ST-10000585,132.16,1,0.2,9.912
1892,OF-2020-142510,20843026,2020-06-13,2020-06-20,Standard Class,NP-18700,OFF-BI-10002824,17.904,6,0.8,-31.332
1893,OF-2020-142510,80936912,2020-06-13,2020-06-20,Standard Class,NP-18700,OFF-PA-10001289,124.032,4,0.2,44.9616
1894,OF-2020-101364,42333137,2020-06-13,2020-06-17,Standard Class,TW-21025,OFF-BI-10003984,296.712,13,0.2,100.1403
1895,OF-2020-142314,19673545,2020-06-14,2020-06-19,Standard Class,SF-20200,OFF-AP-10002350,207.24,11,0,58.0272
1896,OF-2020-114517,48117675,2020-06-14,2020-06-18,Standard Class,TH-21235,FUR-TA-10001676,53.316,2,0.4,-19.5492
1897,OF-2020-114517,28531796,2020-06-14,2020-06-18,Standard Class,TH-21235,OFF-AP-10002350,56.52,3,0,15.8256
1898,OF-2020-126333,87207611,2020-06-14,2020-06-19,Standard Class,ME-18010,OFF-PA-10000223,5.184,1,0.2,1.8144
1899,OF-2020-154158,67773379,2020-06-14,2020-06-18,Second Class,CC-12670,OFF-PA-10001295,45.528,3,0.2,15.9348
1900,OF-2020-154158,29728144,2020-06-14,2020-06-18,Second Class,CC-12670,FUR-CH-10004698,64.784,1,0.2,6.4784
1901,OF-2020-154158,23260074,2020-06-14,2020-06-18,Second Class,CC-12670,OFF-ST-10000078,424.272,2,0.2,-10.6068
1902,OF-2020-154158,80261648,2020-06-14,2020-06-18,Second Class,CC-12670,OFF-AR-10001868,1.344,1,0.2,0.504
1903,OF-2020-154158,99280323,2020-06-14,2020-06-18,Second Class,CC-12670,OFF-ST-10004950,83.92,5,0.2,-1.049
1904,OF-2020-113166,26664350,2020-06-15,2020-06-17,First Class,LF-17185,OFF-PA-10001947,9.568,2,0.2,3.4684
1905,OF-2020-156314,18477778,2020-06-15,2020-06-17,First Class,RP-19390,FUR-FU-10003096,30.36,5,0.2,8.7285
1906,ON-2020-167738,64293395,2020-06-15,2020-06-20,Standard Class,JC-16105,OFF-ST-10003306,142.86,1,0,41.4294
1907,ON-2020-167738,54430937,2020-06-15,2020-06-20,Standard Class,JC-16105,FUR-CH-10001146,292.272,6,0.2,18.267
1908,ON-2020-138247,23629167,2020-06-15,2020-06-20,Standard Class,BF-11170,TEC-PH-10000213,173.656,7,0.2,17.3656
1909,ON-2020-138247,33118570,2020-06-15,2020-06-20,Standard Class,BF-11170,OFF-AP-10000828,361.96,2,0,101.3488
1910,ON-2020-138247,80654126,2020-06-15,2020-06-20,Standard Class,BF-11170,TEC-AC-10004708,62.85,3,0,13.1985
1911,ON-2020-138247,92643028,2020-06-15,2020-06-20,Standard Class,BF-11170,TEC-PH-10001530,818.376,3,0.2,51.1485
1912,ON-2020-138247,46407398,2020-06-15,2020-06-20,Standard Class,BF-11170,OFF-ST-10002301,20.34,1,0,0.2034
1913,ON-2020-138247,76544486,2020-06-15,2020-06-20,Standard Class,BF-11170,FUR-FU-10002554,23.99,1,0,5.5177
1914,OF-2020-132913,93190341,2020-06-15,2020-06-17,First Class,AS-10090,OFF-AP-10003278,13.97,1,0,3.6322
1915,ON-2020-152030,09528253,2020-06-17,2020-06-19,Second Class,AD-10180,FUR-CH-10004063,600.558,3,0.3,-8.5794
1916,OF-2020-111451,91801185,2020-06-17,2020-06-19,First Class,KL-16555,FUR-FU-10004091,300.416,8,0.2,78.8592
1917,OF-2020-111451,13985769,2020-06-17,2020-06-19,First Class,KL-16555,FUR-CH-10001891,230.352,3,0.2,20.1558
1918,OF-2020-111451,64123432,2020-06-17,2020-06-19,First Class,KL-16555,FUR-FU-10002918,218.352,3,0.2,-24.5646
1919,OF-2020-111451,58058373,2020-06-17,2020-06-19,First Class,KL-16555,OFF-BI-10004593,78.6,5,0.7,-62.88
1920,OF-2020-111451,15227237,2020-06-17,2020-06-19,First Class,KL-16555,OFF-FA-10004854,27.552,3,0.2,9.2988
1921,ON-2020-111171,86887158,2020-06-17,2020-06-22,Standard Class,CA-12265,OFF-BI-10002103,8.69,5,0.8,-14.773
1922,OF-2020-106264,13108141,2020-06-17,2020-06-21,Standard Class,CK-12595,OFF-SU-10002189,11.91,3,0,0.1191
1923,OF-2020-106264,49687746,2020-06-17,2020-06-21,Standard Class,CK-12595,FUR-FU-10001852,3.48,2,0,1.1136
1924,OF-2020-139598,83227626,2020-06-17,2020-06-22,Standard Class,MG-17695,OFF-PA-10004569,18.264,3,0.2,6.1641
1925,OF-2020-139598,65455959,2020-06-17,2020-06-22,Standard Class,MG-17695,OFF-AP-10002998,34.656,2,0.2,5.6316
1926,OF-2020-139598,15033242,2020-06-17,2020-06-22,Standard Class,MG-17695,OFF-AP-10003287,81.552,2,0.2,8.1552
1927,OF-2020-139598,82209822,2020-06-17,2020-06-22,Standard Class,MG-17695,OFF-ST-10001370,227.136,4,0.2,-42.588
1928,OF-2020-168473,61729224,2020-06-17,2020-06-23,Standard Class,TB-21520,OFF-ST-10000563,191.88,6,0,19.188
1929,OF-2020-101427,24632580,2020-06-17,2020-06-21,Standard Class,AY-10555,OFF-AR-10002257,8.016,3,0.2,1.1022
1930,OF-2020-120243,13378786,2020-06-18,2020-06-21,Second Class,AT-10435,OFF-LA-10004425,11.56,4,0,5.4332
1931,OF-2020-162866,06263296,2020-06-18,2020-06-22,Standard Class,Co-12640,FUR-FU-10001473,32.952,6,0.6,-19.7712
1932,OF-2020-162866,95415933,2020-06-18,2020-06-22,Standard Class,Co-12640,OFF-ST-10002562,30.016,4,0.2,3.0016
1933,ON-2020-106334,17608621,2020-06-18,2020-06-24,Standard Class,JF-15490,FUR-CH-10004886,230.28,3,0.2,23.028
1934,ON-2020-106334,05812035,2020-06-18,2020-06-24,Standard Class,JF-15490,OFF-PA-10003657,12.84,3,0,5.778
1935,OF-2020-163447,08243170,2020-06-18,2020-06-22,Standard Class,TB-21190,FUR-CH-10004477,767.214,14,0.1,161.9674
1936,OF-2020-166961,80947166,2020-06-18,2020-06-22,Standard Class,CD-12790,OFF-AP-10001366,10.98,1,0,2.9646
1937,OF-2020-166961,65832615,2020-06-18,2020-06-22,Standard Class,CD-12790,OFF-FA-10003485,7.86,3,0,3.6156
1938,OF-2020-166961,41785831,2020-06-18,2020-06-22,Standard Class,CD-12790,OFF-ST-10004507,51.45,3,0,13.8915
1939,OF-2020-166961,16031452,2020-06-18,2020-06-22,Standard Class,CD-12790,OFF-BI-10002353,37.056,3,0.2,13.896
1940,OF-2020-153087,68049711,2020-06-18,2020-06-25,Standard Class,TC-20980,OFF-PA-10001243,23.92,4,0,11.7208
1941,OF-2020-153087,94025910,2020-06-18,2020-06-25,Standard Class,TC-20980,TEC-AC-10003198,498,5,0,184.26
1942,OF-2020-165393,06400391,2020-06-18,2020-06-21,First Class,NC-18415,OFF-BI-10001658,4.984,1,0.8,-8.4728
1943,ON-2020-159611,50684138,2020-06-18,2020-06-23,Second Class,KB-16315,FUR-FU-10004904,182.352,3,0.2,-18.2352
1944,ON-2020-159611,84201939,2020-06-18,2020-06-23,Second Class,KB-16315,OFF-ST-10002790,118.16,2,0.2,-25.109
1945,OF-2020-148383,79209306,2020-06-18,2020-06-22,Standard Class,RP-19390,OFF-BI-10003650,946.764,6,0.7,-694.2936
1946,OF-2020-164259,47584881,2020-06-19,2020-06-21,First Class,SP-20860,OFF-AR-10003373,99.136,4,0.2,8.6744
1947,OF-2020-141313,34102108,2020-06-19,2020-06-23,Standard Class,AJ-10780,OFF-AP-10002651,1737.18,6,0,503.7822
1948,OF-2020-141313,15231184,2020-06-19,2020-06-23,Standard Class,AJ-10780,OFF-ST-10000689,704.25,5,0,84.51
1949,OF-2020-141313,02174603,2020-06-19,2020-06-23,Standard Class,AJ-10780,OFF-PA-10003302,141.76,4,0,66.6272
1950,OF-2020-143371,57677861,2020-06-19,2020-06-25,Standard Class,MD-17350,OFF-ST-10001128,998.82,9,0,29.9646
1951,OF-2020-143371,90023721,2020-06-19,2020-06-25,Standard Class,MD-17350,OFF-SU-10002537,51.15,5,0,13.299
1952,OF-2020-143371,27124185,2020-06-19,2020-06-25,Standard Class,MD-17350,TEC-AC-10002076,143.712,3,0.2,-8.982
1953,OF-2020-106803,14376823,2020-06-20,2020-06-24,Standard Class,DC-13285,OFF-ST-10002444,24.56,2,0,6.8768
1954,OF-2020-106803,17958094,2020-06-20,2020-06-24,Standard Class,DC-13285,TEC-AC-10001267,119.8,4,0,47.92
1955,OF-2020-110786,67043859,2020-06-20,2020-06-24,Standard Class,AJ-10795,FUR-FU-10000550,24.9,5,0,8.217
1956,OF-2020-110786,23119243,2020-06-20,2020-06-24,Standard Class,AJ-10795,OFF-PA-10000528,21.12,4,0,9.504
1957,OF-2020-110786,84404025,2020-06-20,2020-06-24,Standard Class,AJ-10795,TEC-MA-10003183,767.952,6,0.2,287.982
1958,OF-2020-110786,60589595,2020-06-20,2020-06-24,Standard Class,AJ-10795,OFF-BI-10003305,14.352,3,0.2,4.6644
1959,OF-2020-110786,06189715,2020-06-20,2020-06-24,Standard Class,AJ-10795,TEC-PH-10001425,191.976,3,0.2,19.1976
1960,OF-2020-110786,27502900,2020-06-20,2020-06-24,Standard Class,AJ-10795,OFF-LA-10001474,274.77,9,0,126.3942
1961,OF-2020-110786,56896325,2020-06-20,2020-06-24,Standard Class,AJ-10795,FUR-FU-10000672,70.56,6,0,23.9904
1962,OF-2020-152345,17336507,2020-06-20,2020-06-25,Second Class,ST-20530,TEC-PH-10004897,23.976,3,0.2,-5.6943
1963,OF-2020-152345,65747699,2020-06-20,2020-06-25,Second Class,ST-20530,OFF-ST-10003123,33.29,1,0,7.9896
1964,OF-2020-126802,38653603,2020-06-20,2020-06-27,Standard Class,ZC-21910,FUR-FU-10000193,38.976,3,0.6,-50.6688
1965,OF-2020-118276,72140090,2020-06-20,2020-06-24,Standard Class,MG-17890,FUR-FU-10002111,8.736,3,0.6,-4.8048
1966,OF-2020-102330,70782200,2020-06-20,2020-06-25,Standard Class,AI-10855,OFF-LA-10003923,88.8,6,0,44.4
1967,OF-2020-102330,15566123,2020-06-20,2020-06-25,Standard Class,AI-10855,TEC-PH-10001051,319.968,4,0.2,35.9964
1968,OF-2020-165477,25922031,2020-06-20,2020-06-22,Second Class,RE-19405,OFF-AP-10003281,48.36,5,0.2,6.045
1969,OF-2020-130960,13656603,2020-06-21,2020-06-26,Standard Class,KB-16600,OFF-AR-10003651,9.84,3,0,2.8536
1970,OF-2020-104738,01659137,2020-06-21,2020-06-23,Second Class,SP-20620,OFF-EN-10004955,12.984,3,0.2,4.7067
1971,OF-2020-104738,17995365,2020-06-21,2020-06-23,Second Class,SP-20620,TEC-PH-10002468,217.584,2,0.2,19.0386
1972,OF-2020-104738,10309667,2020-06-21,2020-06-23,Second Class,SP-20620,TEC-PH-10000576,328.776,3,0.2,28.7679
1973,OF-2020-104738,36939642,2020-06-21,2020-06-23,Second Class,SP-20620,OFF-BI-10002160,2.286,3,0.8,-3.6576
1974,OF-2020-104738,60695410,2020-06-21,2020-06-23,Second Class,SP-20620,TEC-AC-10003628,47.984,2,0.2,14.3952
1975,ON-2020-169789,17685208,2020-06-21,2020-06-26,Standard Class,MF-17665,OFF-BI-10004600,551.985,5,0.7,-459.9875
1976,OF-2020-138072,71134828,2020-06-21,2020-06-25,Standard Class,GA-14725,TEC-AC-10004859,27.968,2,0.2,6.992
1977,ON-2020-115189,65001096,2020-06-21,2020-06-25,Second Class,AR-10345,TEC-PH-10002170,251.964,6,0.4,-50.3928
1978,ON-2020-115189,68656965,2020-06-21,2020-06-25,Second Class,AR-10345,FUR-TA-10004575,523.764,3,0.4,-192.0468
1979,OF-2020-131800,65097132,2020-06-21,2020-06-26,Standard Class,AJ-10960,OFF-AP-10004136,122.94,3,0,30.735
1980,OF-2020-131800,55374309,2020-06-21,2020-06-26,Standard Class,AJ-10960,OFF-BI-10003429,35.448,7,0.2,12.8499
1981,OF-2020-166730,10787628,2020-06-21,2020-06-23,First Class,DD-13570,OFF-ST-10002554,39.128,1,0.2,-8.8038
1982,OF-2020-150245,48335178,2020-06-22,2020-06-26,Second Class,PC-18745,FUR-BO-10002613,1573.488,7,0.2,196.686
1983,OF-2020-111150,19164251,2020-06-22,2020-06-26,Standard Class,RW-19630,OFF-AR-10000034,29.68,7,0,11.5752
1984,OF-2020-111150,83370993,2020-06-22,2020-06-26,Standard Class,RW-19630,TEC-AC-10000290,47.53,7,0,16.1602
1985,ON-2020-143231,81697750,2020-06-22,2020-06-25,First Class,GM-14455,FUR-FU-10002501,63.2,5,0,23.384
1986,ON-2020-143231,84694423,2020-06-22,2020-06-25,First Class,GM-14455,TEC-AC-10000358,113.97,3,0,27.3528
1987,OF-2020-127383,40785178,2020-06-22,2020-06-27,Standard Class,CM-11815,OFF-EN-10004773,49.568,2,0.2,17.9684
1988,OF-2020-133592,39127580,2020-06-22,2020-06-29,Standard Class,KM-16375,OFF-PA-10003228,195.64,4,0,91.9508
1989,OF-2020-133592,33325449,2020-06-22,2020-06-29,Standard Class,KM-16375,OFF-PA-10002586,14.94,3,0,7.0218
1990,OF-2020-133592,66101908,2020-06-22,2020-06-29,Standard Class,KM-16375,TEC-AC-10002049,1687.8,4,0,742.632
1991,OF-2020-133592,49844969,2020-06-22,2020-06-29,Standard Class,KM-16375,FUR-BO-10000362,341.96,2,0,78.6508
1992,OF-2020-133592,48074498,2020-06-22,2020-06-29,Standard Class,KM-16375,FUR-CH-10004218,605.88,6,0,151.47
1993,ON-2020-133949,98623169,2020-06-22,2020-06-22,Same Day,JL-15175,TEC-PH-10004908,475.944,7,0.2,59.493
1994,OF-2020-157644,52090555,2020-06-22,2020-06-23,First Class,AH-10030,TEC-AC-10003614,34.77,3,0,11.4741
1995,OF-2020-157644,46407495,2020-06-22,2020-06-23,First Class,AH-10030,OFF-LA-10003148,18.9,3,0,8.694
1996,OF-2020-146262,52810848,2020-06-24,2020-07-01,Standard Class,VW-21775,OFF-LA-10004544,23.68,2,0.2,8.88
1997,OF-2020-146262,40715616,2020-06-24,2020-07-01,Standard Class,VW-21775,FUR-BO-10004695,452.45,5,0.5,-244.323
1998,OF-2020-146262,46504449,2020-06-24,2020-07-01,Standard Class,VW-21775,TEC-PH-10002844,62.982,3,0.4,-14.6958
1999,OF-2020-146262,62525377,2020-06-24,2020-07-01,Standard Class,VW-21775,TEC-MA-10000864,1188,9,0.7,-950.4
2000,OF-2020-146262,96490518,2020-06-24,2020-07-01,Standard Class,VW-21775,TEC-AC-10000109,89.584,2,0.2,4.4792
2001,OF-2020-104514,17759661,2020-06-24,2020-06-26,Second Class,CB-12535,OFF-ST-10001837,85.52,2,0,22.2352
2002,OF-2020-104514,44283918,2020-06-24,2020-06-26,Second Class,CB-12535,OFF-AR-10001473,9.84,3,0,2.6568
2003,OF-2020-104514,84793274,2020-06-24,2020-06-26,Second Class,CB-12535,OFF-PA-10004285,20.04,3,0,9.6192
2004,OF-2020-121097,66717926,2020-06-25,2020-06-30,Standard Class,SF-20965,OFF-PA-10001937,10.368,2,0.2,3.6288
2005,OF-2020-141243,22742019,2020-06-25,2020-06-30,Second Class,AH-10465,TEC-AC-10003198,398.4,5,0.2,84.66
2006,OF-2020-141243,68954573,2020-06-25,2020-06-30,Second Class,AH-10465,OFF-AR-10001246,7.056,3,0.2,0.7938
2007,OF-2020-141243,37147254,2020-06-25,2020-06-30,Second Class,AH-10465,FUR-BO-10003272,1352.3976,9,0.32,-437.5404
2008,OF-2020-149811,72436380,2020-06-26,2020-07-02,Standard Class,CS-12250,OFF-BI-10003676,32.34,3,0,15.5232
2009,OF-2020-149811,12755474,2020-06-26,2020-07-02,Standard Class,CS-12250,OFF-PA-10004082,39.9,5,0,19.95
2010,OF-2020-104241,58859734,2020-06-26,2020-07-01,Standard Class,AG-10495,FUR-FU-10001473,192.22,14,0,69.1992
2011,OF-2020-154970,71685464,2020-06-27,2020-07-02,Standard Class,SR-20740,FUR-CH-10003396,61.584,1,0.2,-6.9282
2012,OF-2020-108588,55847775,2020-06-27,2020-07-02,Standard Class,BG-11695,OFF-AR-10001615,59.52,3,0,15.4752
2013,OF-2020-108588,44241051,2020-06-27,2020-07-02,Standard Class,BG-11695,OFF-EN-10000461,17.48,2,0,8.2156
2014,OF-2020-108588,54284000,2020-06-27,2020-07-02,Standard Class,BG-11695,OFF-BI-10004506,13.168,2,0.2,4.6088
2015,OF-2020-158701,50364225,2020-06-27,2020-07-02,Standard Class,JL-15175,OFF-AP-10004859,87.36,6,0,23.5872
2016,OF-2020-158701,42420034,2020-06-27,2020-07-02,Standard Class,JL-15175,OFF-BI-10001294,56.16,6,0.2,17.55
2017,OF-2020-149636,04809999,2020-06-28,2020-07-04,Standard Class,SP-20620,OFF-PA-10004041,29.6,5,0.2,9.25
2018,OF-2020-149636,62246399,2020-06-28,2020-07-04,Standard Class,SP-20620,OFF-BI-10002764,1.938,2,0.7,-1.3566
2019,OF-2020-119480,24167133,2020-07-01,2020-07-05,Standard Class,CC-12685,OFF-PA-10000474,106.32,3,0,49.9704
2020,OF-2020-119480,36956825,2020-07-01,2020-07-05,Standard Class,CC-12685,OFF-AP-10001205,163.44,3,0,45.7632
2021,OF-2020-119480,60026278,2020-07-01,2020-07-05,Standard Class,CC-12685,OFF-AR-10004691,42.76,2,0,11.1176
2022,OF-2020-119480,20014058,2020-07-01,2020-07-05,Standard Class,CC-12685,OFF-PA-10004996,51.55,5,0,24.2285
2023,ON-2020-157154,53836652,2020-07-02,2020-07-07,Standard Class,MM-17920,FUR-TA-10001889,1018.104,4,0.4,-373.3048
2024,OF-2020-156755,14495097,2020-07-04,2020-07-10,Standard Class,YS-21880,OFF-ST-10002615,465.18,3,0,120.9468
2025,OF-2020-128608,32085283,2020-07-04,2020-07-09,Standard Class,CS-12490,OFF-AR-10001374,10.368,2,0.2,1.5552
2026,OF-2020-128608,01094507,2020-07-04,2020-07-09,Standard Class,CS-12490,TEC-PH-10004977,235.188,2,0.4,-43.1178
2027,OF-2020-128608,24684308,2020-07-04,2020-07-09,Standard Class,CS-12490,TEC-PH-10000912,26.376,4,0.4,2.6376
2028,OF-2020-128608,68759221,2020-07-04,2020-07-09,Standard Class,CS-12490,TEC-AC-10000487,10.384,2,0.2,2.2066
2029,OF-2020-128608,56913637,2020-07-04,2020-07-09,Standard Class,CS-12490,TEC-PH-10002262,107.118,3,0.4,-21.4236
2030,OF-2020-137526,84204807,2020-07-05,2020-07-09,Standard Class,PB-19150,OFF-BI-10003364,70.008,3,0.2,24.5028
2031,OF-2020-137526,96122717,2020-07-05,2020-07-09,Standard Class,PB-19150,FUR-FU-10001861,77.6,4,0,38.024
2032,OF-2020-137526,44889204,2020-07-05,2020-07-09,Standard Class,PB-19150,FUR-FU-10004845,464.85,9,0,92.97
2033,OF-2020-169677,23676819,2020-07-05,2020-07-07,Second Class,KS-16300,OFF-LA-10003223,9.82,2,0,4.8118
2034,ON-2020-101399,45842213,2020-07-09,2020-07-16,Standard Class,JS-15940,FUR-FU-10002918,254.744,7,0.6,-312.0614
2035,OF-2020-152681,31489793,2020-07-09,2020-07-14,Standard Class,SC-20260,OFF-AR-10003183,6.68,2,0,2.004
2036,OF-2020-151547,21407416,2020-07-09,2020-07-15,Standard Class,AH-10465,OFF-SU-10000898,88.96,8,0.2,10.008
2037,OF-2020-141250,90610079,2020-07-11,2020-07-15,Standard Class,PM-18940,FUR-TA-10002855,102.438,1,0.3,-13.1706
2038,OF-2020-141250,38736943,2020-07-11,2020-07-15,Standard Class,PM-18940,FUR-CH-10004875,199.304,4,0.3,-8.5416
2039,OF-2020-119214,43132049,2020-07-15,2020-07-19,Standard Class,CW-11905,OFF-PA-10002893,29.04,3,0,13.9392
2040,OF-2020-119214,00282047,2020-07-15,2020-07-19,Standard Class,CW-11905,OFF-LA-10003077,14.62,2,0,6.8714
2041,OF-2020-128958,44684400,2020-07-16,2020-07-20,Standard Class,CR-12820,OFF-AR-10004757,13.12,5,0.2,2.132
2042,OF-2020-109603,00401213,2020-07-18,2020-07-24,Standard Class,EM-13825,OFF-PA-10003790,182.72,8,0,84.0512
2043,OF-2020-168746,62952919,2020-07-19,2020-07-21,Second Class,SV-20365,FUR-CH-10000513,181.986,2,0.3,-54.5958
2044,OF-2020-168746,04844479,2020-07-19,2020-07-21,Second Class,SV-20365,TEC-PH-10000895,431.976,4,0.4,-100.7944
2045,OF-2020-168746,39652762,2020-07-19,2020-07-21,Second Class,SV-20365,TEC-PH-10002555,155.37,1,0.4,-36.253
2046,OF-2020-164777,83573341,2020-07-19,2020-07-21,First Class,SC-20305,FUR-CH-10002024,2803.92,5,0.2,0
2047,OF-2020-116638,80993871,2020-07-20,2020-07-23,Second Class,JH-15985,FUR-TA-10000198,4297.644,13,0.4,-1862.3124
2048,OF-2020-145401,99236903,2020-07-22,2020-07-27,Standard Class,JP-15520,OFF-PA-10004405,14.304,6,0.2,5.0064
2049,OF-2020-121797,16238002,2020-07-22,2020-07-29,Standard Class,CC-12145,FUR-FU-10001876,227.36,7,0,81.8496
2050,OF-2020-121797,04924175,2020-07-22,2020-07-29,Standard Class,CC-12145,TEC-MA-10000488,1919.976,3,0.2,215.9973
2051,OF-2020-149587,52780735,2020-07-23,2020-07-28,Second Class,KB-16315,OFF-PA-10003177,12.96,2,0,6.2208
2052,OF-2020-149587,58515207,2020-07-23,2020-07-28,Second Class,KB-16315,FUR-FU-10003799,53.34,3,0,16.5354
2053,OF-2020-149587,49642545,2020-07-23,2020-07-28,Second Class,KB-16315,OFF-BI-10002852,32.96,2,0,16.1504
2054,OF-2020-140921,48040286,2020-07-26,2020-07-28,First Class,AA-10375,FUR-FU-10003347,28.4,2,0,11.076
2055,OF-2020-140921,12963695,2020-07-26,2020-07-28,First Class,AA-10375,TEC-AC-10004901,149.97,3,0,50.9898
2056,OF-2020-157959,78813139,2020-07-26,2020-07-27,First Class,RW-19540,FUR-FU-10004093,136.92,4,0,41.076
2057,OF-2020-132633,62288419,2020-07-26,2020-07-28,Second Class,KH-16630,OFF-BI-10002432,12.144,3,0.2,4.0986
2058,OF-2020-103093,89932661,2020-07-26,2020-07-30,Standard Class,FO-14305,OFF-EN-10003286,74.52,9,0,35.0244
2059,OF-2020-127327,10661565,2020-07-26,2020-07-30,Standard Class,PW-19030,FUR-CH-10004218,90.882,1,0.1,15.147
2060,OF-2020-111507,99632862,2020-07-29,2020-08-05,Standard Class,VW-21775,OFF-AR-10001315,5.28,3,0,1.5312
2061,OF-2020-156482,19693627,2020-07-29,2020-08-05,Standard Class,IL-15100,FUR-CH-10001708,1268.82,9,0,266.4522
2062,OF-2020-156482,93330390,2020-07-29,2020-08-05,Standard Class,IL-15100,FUR-BO-10002598,283.92,4,0,82.3368
2063,OF-2020-156482,72146519,2020-07-29,2020-08-05,Standard Class,IL-15100,OFF-AR-10001022,5.68,2,0,1.7608
2064,OF-2020-137064,73767459,2020-07-29,2020-08-05,Standard Class,TS-21655,OFF-BI-10002049,2.934,3,0.8,-4.9878
2065,OF-2020-137064,09915974,2020-07-29,2020-08-05,Standard Class,TS-21655,TEC-AC-10003499,18.528,2,0.2,4.4004
2066,OF-2020-137064,21716636,2020-07-29,2020-08-05,Standard Class,TS-21655,OFF-ST-10003470,670.752,3,0.2,-125.766
2067,OF-2020-104038,66410940,2020-07-29,2020-07-31,First Class,LO-17170,OFF-ST-10002554,146.73,3,0,2.9346
2068,OF-2020-104038,99337981,2020-07-29,2020-07-31,First Class,LO-17170,OFF-PA-10002751,29.9,5,0,13.455
2069,OF-2020-147529,19688113,2020-07-30,2020-08-03,Standard Class,DK-12835,OFF-EN-10000056,311.15,5,0,146.2405
2070,OF-2020-147529,93130626,2020-07-30,2020-08-03,Standard Class,DK-12835,OFF-PA-10003349,12.96,2,0,6.3504
2071,OF-2020-114923,68928507,2020-07-31,2020-08-05,Standard Class,LH-17020,TEC-PH-10003931,107.982,3,0.4,-26.9955
2072,ON-2020-130491,79653181,2020-07-31,2020-08-03,First Class,BH-11710,OFF-PA-10000791,9.54,2,0,4.293
2073,ON-2020-130491,29727635,2020-07-31,2020-08-03,First Class,BH-11710,OFF-FA-10000134,5.81,1,0,1.8011
2074,ON-2020-130491,47675237,2020-07-31,2020-08-03,First Class,BH-11710,OFF-AR-10001149,5.76,2,0,1.728
2075,OF-2020-101007,60831509,2020-08-01,2020-08-05,Second Class,MS-17980,TEC-AC-10001266,20.8,2,0.2,6.5
2076,OF-2020-135391,13161835,2020-08-01,2020-08-03,Second Class,FA-14230,OFF-LA-10001074,40.096,4,0.2,13.5324
2077,OF-2020-135391,35593990,2020-08-01,2020-08-03,Second Class,FA-14230,FUR-FU-10001986,40.784,2,0.6,-30.588
2078,OF-2020-146038,34519499,2020-08-01,2020-08-08,Standard Class,SJ-20215,FUR-CH-10002774,203.92,5,0.2,22.941
2079,ON-2020-153374,09186306,2020-08-01,2020-08-05,Second Class,JF-15565,TEC-AC-10001908,479.952,6,0.2,89.991
2080,OF-2020-101126,61358381,2020-08-02,2020-08-06,Second Class,NB-18655,OFF-ST-10000943,77.24,5,0.2,7.724
